iter	RMSE
563	16.67902922
564	16.66189917
565	16.65598741
566	16.64206326
567	16.63094751
568	16.61598177
569	16.58652193
570	16.57341153
571	16.561791
572	16.54758649
573	16.50349525
574	16.48205622
575	16.42062125
576	16.41327564
577	16.40117879
578	16.38729855
579	16.37506982
580	16.36537083
581	16.34565632
582	16.32052069
583	16.31539925
584	16.30944272
585	16.30201459
586	16.28991807
587	16.26369566
588	16.25800794
589	16.22953536
590	16.21335314
591	16.19795001
592	16.1844719
593	16.16481742
594	16.14768254
595	16.13705601
596	16.11726796
597	16.11176175
598	16.10394374
599	16.08565129
600	16.04195307
601	15.8967121
602	15.87323427
603	15.85403816
604	15.84658081
605	15.82396561
606	15.81636189
607	15.80342524
608	15.7942418
609	15.78668043
610	15.77758215
611	15.77302366
612	15.75572273
613	15.74096432
614	15.72286515
615	15.7081231
616	15.69220335
617	15.67292763
618	15.66503044
619	15.65239234
620	15.65051798
621	15.63451782
622	15.61945899
623	15.60309226
624	15.58271519
625	15.58017777
626	15.54614963
627	15.54043329
628	15.53266179
629	15.51771915
630	15.4898847
631	15.47961652
632	15.46129907
633	15.45044545
634	15.42630389
635	15.41003611
636	15.39891414
637	15.38941705
638	15.37903514
639	15.36663723
640	15.36009993
641	15.35076486
642	15.3460033
643	15.33358368
644	15.31292241
645	15.28984982
646	15.28192614
647	15.26464333
648	15.25310368
649	15.24236807
650	15.23696097
651	15.19693023
652	15.18942321
653	15.18118345
654	15.17122916
655	15.16144945
656	15.15123721
657	15.13132888
658	15.12083551
659	15.11439034
660	15.08092655
661	15.07356089
662	15.06193408
663	15.04610117
664	15.02623023
665	15.00686987
666	14.99757798
667	14.99368188
668	14.98309714
669	14.98184599
670	14.96783346
671	14.95884865
672	14.93914735
673	14.79457715
674	14.77591916
675	14.76059116
676	14.7489463
677	14.73553682
678	14.71963375
679	14.70948864
680	14.60355374
681	14.59655062
682	14.57472248
683	14.56358397
684	14.55607482
685	14.55231495
686	14.54912718
687	14.54331583
688	14.53698217
689	14.53215661
690	14.52526779
691	14.51810976
692	14.5109652
693	14.50201685
694	14.48829069
695	14.48206848
696	14.47552595
697	14.44936263
698	14.43731462
699	14.43006286
700	14.42430455
701	14.42011698
702	14.40709258
703	14.39285461
704	14.35840656
705	14.34682322
706	14.3398535
707	14.32756747
708	14.31175801
709	14.30502124
710	14.2963751
711	14.19266689
712	14.18650435
713	14.18123604
714	14.166896
715	14.15681648
716	14.14670059
717	14.14079772
718	14.12781439
719	14.12063388
720	14.11161387
721	14.105279
722	14.09905532
723	14.0912377
724	14.08783146
725	14.07952285
726	14.07738712
727	14.07174823
728	14.06596385
729	14.0643472
730	14.05671098
731	14.04931413
732	14.04213508
733	14.03112363
734	14.02075112
735	14.01427422
736	14.00781589
737	13.99889115
738	13.9830074
739	13.96851482
740	13.96499764
741	13.95141863
742	13.94236266
743	13.93773093
744	13.93032111
745	13.92433923
746	13.91954001
747	13.90802921
748	13.90534991
749	13.90056389
750	13.8936755
751	13.88858349
752	13.88150195
753	13.87752774
754	13.86089161
755	13.84862523
756	13.84199662
757	13.83878076
758	13.8302455
759	13.82569954
760	13.82377807
761	13.81290549
762	13.80438638
763	13.78760455
764	13.78195712
765	13.77932787
766	13.77613721
767	13.74333146
768	13.7371136
769	13.73223753
770	13.72706844
771	13.72118877
772	13.71698005
773	13.63266971
774	13.62582408
775	13.59608056
776	13.58635213
777	13.58232556
778	13.57749785
779	13.57532367
780	13.5700522
781	13.56493722
782	13.55550301
783	13.54797612
784	13.54501253
785	13.53815663
786	13.53320836
787	13.52825907
788	13.50732903
789	13.5032757
790	13.50120696
791	13.48502471
792	13.47412757
793	13.45817162
794	13.45402796
795	13.45323223
796	13.44952701
797	13.44502712
798	13.43241411
799	13.41061645
800	13.40217651
801	13.38996829
802	13.38760811
803	13.38065579
804	13.36939731
805	13.36531655
806	13.36187195
807	13.35245491
808	13.34963404
809	13.33907754
810	13.31776447
811	13.29230988
812	13.29012624
813	13.27478139
814	13.27101892
815	13.26091988
816	13.25221133
817	13.24193888
818	13.23055618
819	13.20099801
820	13.18905677
821	13.17043646
822	13.16680837
823	13.16178086
824	13.15119542
825	13.14372653
826	13.13686009
827	13.13177877
828	13.12273394
829	13.10841831
830	13.09339809
831	13.09100974
832	13.08412623
833	13.0810356
834	13.07113833
835	13.05689938
836	13.04852789
837	13.03305618
838	13.02739093
839	13.01935479
840	13.01790403
841	13.00934677
842	12.99320108
843	12.98860641
844	12.97880181
845	12.9671375
846	12.95761179
847	12.95571483
848	12.94747871
849	12.94309395
850	12.93743729
851	12.93345096
852	12.92484046
853	12.90280236
854	12.89335399
855	12.87863664
856	12.86143225
857	12.8580048
858	12.79952962
859	12.79527451
860	12.78791092
861	12.77426653
862	12.76509987
863	12.75255525
864	12.74867038
865	12.7448871
866	12.72073982
867	12.70096117
868	12.69360985
869	12.68952302
870	12.68635085
871	12.68322216
872	12.67658052
873	12.66888454
874	12.66119183
875	12.65601311
876	12.63733208
877	12.63252829
878	12.62588902
879	12.61826968
880	12.61495035
881	12.60442914
882	12.59868377
883	12.59193428
884	12.57698439
885	12.57138651
886	12.55768132
887	12.55478635
888	12.55218064
889	12.53647975
890	12.53151887
891	12.52088725
892	12.51332179
893	12.50518238
894	12.48030229
895	12.47590096
896	12.41724338
897	12.4008869
898	12.39798405
899	12.36665157
900	12.35184704
901	12.34688314
902	12.34066846
903	12.33344853
904	12.32854192
905	12.31860623
906	12.3071706
907	12.30207861
908	12.29923445
909	12.29329256
910	12.29124097
911	12.28313504
912	12.2725508
913	12.25357881
914	12.2437015
915	12.22462561
916	12.21708796
917	12.21203708
918	12.20548076
919	12.2041078
920	12.20139024
921	12.19414385
922	12.18846272
923	12.18253395
924	12.17485865
925	12.17163905
926	12.16496029
927	12.16201086
928	12.1576185
929	12.1229501
930	12.11548891
931	12.11025989
932	12.10567423
933	12.09099953
934	12.08566201
935	12.08074343
936	12.07497001
937	12.07108608
938	12.0670625
939	12.06373262
940	12.05899874
941	12.05565025
942	12.04997961
943	12.04492612
944	12.04031732
945	12.03917258
946	12.03039472
947	12.01708109
948	12.00548291
949	12.00025922
950	11.99687969
951	11.98905295
952	11.98351183
953	11.97316554
954	11.96460553
955	11.95806083
956	11.95351997
957	11.94076545
958	11.92791821
959	11.92074854
960	11.91589692
961	11.90996849
962	11.90690096
963	11.90346369
964	11.89611724
965	11.8928866
966	11.88823559
967	11.88408566
968	11.87315035
969	11.82726052
970	11.81997044
971	11.81777962
972	11.79961223
973	11.79614913
974	11.79190961
975	11.78813637
976	11.77959507
977	11.76292684
978	11.75946008
979	11.75376422
980	11.74282052
981	11.7369725
982	11.73005087
983	11.72662401
984	11.71977506
985	11.71130999
986	11.69951904
987	11.69478156
988	11.69330615
989	11.68692085
990	11.68226716
991	11.68123483
992	11.67847301
993	11.67470794
994	11.65756051
995	11.65083332
996	11.64514607
997	11.63776354
998	11.6319572
999	11.62381051
1000	11.61735832
1001	11.61501292
1002	11.61361698
1003	11.57563648
1004	11.56714764
1005	11.55452259
1006	11.55045995
1007	11.54542291
1008	11.54436951
1009	11.5413603
1010	11.53823257
1011	11.53227661
1012	11.53164531
1013	11.52480492
1014	11.522005
1015	11.51222665
1016	11.50774017
1017	11.50371389
1018	11.49721686
1019	11.4905013
1020	11.48572391
1021	11.45180444
1022	11.44679228
1023	11.4373829
1024	11.43117206
1025	11.42607558
1026	11.42502228
1027	11.41754044
1028	11.41581093
1029	11.41083712
1030	11.40837429
1031	11.40404023
1032	11.40035789
1033	11.37344974
1034	11.36335232
1035	11.35875635
1036	11.35572067
1037	11.34401649
1038	11.34173962
1039	11.33724167
1040	11.32981198
1041	11.32689884
1042	11.32302242
1043	11.32048337
1044	11.31627451
1045	11.31365453
1046	11.30628006
1047	11.30194959
1048	11.3011974
1049	11.29963944
1050	11.29251347
1051	11.28275793
